Cruises	-1	3	2	-1	3	3	3	4	-1	3	-1
Norton	3	2	-1	-1	5	1	4	3	-1	3	-1
Valentines	3	-1	-1	-1	-1	-1	3	4	-1	4	2
Staffing	-1	3	5	3	4	-1	3	4	5	-1	-1
Slovenia	3	-1	-1	-1	4	4	4	3	-1	-1	-1
Silver	2	1	-1	2	1	1	2	3	-1	-1	-1
exceeded	3	-1	-1	-1	2	-1	2	3	3	3	3
Taiwan	-1	-1	3	-1	3	1	3	4	-1	3	-1
Memberships	-1	2	2	-1	3	3	3	3	-1	3	-1
configurable	3	3	-1	2	-1	-1	3	4	4	-1	-1
gays	-1	4	2	2	1	-1	2	3	4	-1	-1
dozens	3	2	-1	-1	-1	2	2	3	-1	3	-1
Hostel	-1	-1	2	3	1	-1	2	3	-1	-1	3
integration	-1	-1	3	-1	4	4	4	4	-1	4	-1
priority	-1	-1	3	-1	3	3	3	4	-1	3	-1
terrorism	3	3	-1	-1	3	2	3	4	-1	3	-1
accused	3	-1	-1	-1	3	3	3	4	-1	-1	-1
receptor	4	2	-1	-1	4	4	3	3	-1	3	-1
Framed	3	3	-1	1	5	2	2	4	-1	-1	-1
Pine	2	-1	-1	-1	1	1	2	3	-1	2	-1
unite	-1	2	2	1	1	-1	2	4	3	-1	-1
Cakes	3	2	-1	-1	1	1	1	3	-1	2	-1
cow	-1	-1	2	2	1	-1	1	3	1	-1	1
balanced	-1	3	2	-1	1	2	2	4	-1	3	-1
prototype	-1	-1	2	1	-1	-1	4	4	3	-1	4
website	-1	3	1	1	2	-1	3	3	4	-1	-1
safe	2	1	-1	1	1	1	2	2	-1	-1	-1
mentally	3	-1	-1	2	2	-1	3	4	2	-1	2
indicates	-1	-1	2	-1	3	3	2	4	-1	4	-1
prop	-1	-1	1	-1	2	1	3	3	-1	3	3
alcoholic	3	-1	-1	3	2	-1	3	3	4	-1	1
searched	-1	3	1	1	1	-1	3	3	2	-1	-1
Villas	3	-1	-1	-1	3	-1	2	4	-1	2	2
withholding	-1	-1	3	-1	3	3	3	4	-1	3	3
Weber	-1	-1	5	5	5	-1	3	3	-1	-1	2
Riverside	-1	-1	2	-1	-1	2	3	4	-1	3	2
versus	3	-1	-1	-1	2	-1	2	4	2	3	3
Eagles	3	-1	-1	-1	2	-1	2	3	-1	-1	1
Cancel	2	-1	-1	-1	1	-1	2	3	2	2	1
trauma	4	-1	-1	3	5	-1	4	3	4	-1	3
ritual	-1	-1	4	-1	4	2	3	3	-1	3	4
Sara	-1	-1	2	-1	-1	1	2	3	-1	3	2
deserves	-1	-1	2	-1	2	3	2	3	-1	3	2
delegated	-1	-1	4	2	4	-1	4	4	2	-1	3
hot	-1	1	1	1	1	-1	1	2	1	-1	-1
Fwd	-1	-1	1	3	2	-1	2	2	2	-1	-1
when	-1	1	1	1	1	-1	1	2	1	-1	-1
Berg	-1	-1	4	-1	4	1	4	3	-1	3	2
condemned	-1	-1	4	-1	4	5	4	4	-1	-1	3
Handicap	4	3	-1	5	3	-1	2	4	-1	-1	-1
thus	2	1	-1	1	1	1	2	2	-1	-1	-1
Kosovo	-1	-1	6	4	6	-1	4	4	-1	-1	2
Blogger	-1	4	2	-1	-1	1	3	4	-1	3	-1
institution	-1	-1	2	-1	3	3	3	3	-1	3	-1
disturbed	-1	-1	2	-1	1	3	3	3	-1	3	1
Metal	-1	-1	2	-1	1	1	2	4	-1	3	-1
daylight	-1	-1	2	-1	1	1	2	4	-1	3	1
Liu	-1	-1	2	2	4	-1	5	3	4	-1	2
approach	4	2	-1	1	3	2	2	3	-1	-1	-1
statewide	-1	-1	2	4	2	-1	2	3	5	-1	3
coach	2	-1	-1	-1	2	-1	2	2	2	-1	2
whip	3	3	-1	5	3	-1	2	2	2	-1	-1
distributions	4	2	-1	2	4	3	3	4	-1	-1	-1
simultaneous	4	-1	-1	2	3	-1	3	4	3	-1	2
self	-1	2	1	1	1	-1	1	2	1	-1	-1
communication	3	3	-1	2	-1	3	4	3	-1	-1	-1
compilation	3	4	-1	-1	4	3	4	3	-1	-1	-1
Attorney	-1	4	2	-1	4	4	4	4	-1	4	-1
customary	3	2	-1	3	4	-1	3	3	3	-1	-1
performers	3	-1	-1	2	-1	-1	2	3	3	-1	2
bufing	-1	-1	4	-1	5	5	-1	4	-1	3	-1
disadvantage	-1	-1	2	-1	3	3	3	3	-1	3	1
XI	-1	-1	1	2	1	-1	2	5	2	-1	-1
spies	3	-1	-1	-1	2	-1	2	3	3	3	1
joints	-1	2	2	-1	-1	1	2	3	-1	3	-1
internationally	-1	-1	2	-1	3	4	3	4	-1	-1	2
agreed	3	1	-1	1	1	1	2	3	-1	-1	-1
preventive	-1	-1	3	-1	2	4	3	2	-1	3	2
horizontal	3	2	-1	-1	2	2	3	3	-1	3	-1
shoots	4	1	-1	2	1	1	2	4	-1	-1	-1
Svalbard	3	3	-1	6	6	-1	6	4	-1	-1	-1
particles	3	-1	-1	-1	3	2	3	4	-1	-1	-1
Chattanooga	-1	-1	3	-1	6	6	-1	4	-1	5	2
facilitating	4	-1	-1	-1	4	-1	4	4	3	3	3
CPU	3	-1	-1	-1	2	-1	3	4	2	4	3
Jeremy	3	2	-1	-1	3	1	3	4	-1	2	-1
Springer	-1	-1	3	-1	5	2	4	5	-1	-1	2
are	-1	1	1	1	1	-1	1	2	1	-1	-1
drivers	2	3	-1	1	2	3	2	3	-1	-1	-1
button	2	1	-1	1	1	2	2	3	-1	-1	-1
myself	3	1	-1	1	1	1	1	4	-1	-1	-1
elevated	-1	-1	2	3	3	-1	2	3	4	-1	3
opportunities	4	3	-1	1	3	3	2	4	-1	-1	-1
temporarily	-1	-1	3	2	2	-1	3	4	2	-1	2
relating	-1	-1	2	1	3	-1	2	3	3	-1	-1
approval	-1	-1	2	-1	4	2	4	3	-1	3	-1
utils	3	-1	-1	-1	-1	3	3	3	-1	3	-1
Gourmet	-1	-1	4	-1	5	5	4	3	-1	3	-1
thorough	-1	-1	2	-1	-1	4	2	3	-1	3	4
occasion	3	-1	-1	-1	4	3	2	3	-1	3	-1
preceded	-1	-1	3	-1	3	4	3	5	-1	4	2
elaborate	5	-1	-1	3	3	-1	3	4	3	-1	4
breaking	3	1	-1	1	1	2	2	3	-1	-1	-1
Figure	2	3	-1	1	2	1	2	3	-1	-1	-1
voters	3	-1	-1	-1	1	1	3	3	-1	3	-1
converts	3	-1	-1	-1	2	-1	2	3	3	3	4
scenery	3	-1	-1	2	2	-1	3	4	2	-1	3
tank	3	-1	-1	-1	1	-1	3	4	2	2	2
Outdoors	-1	-1	2	-1	1	2	2	3	-1	3	-1
religions	-1	-1	2	-1	2	3	2	3	-1	3	-1
accumulated	4	-1	-1	2	3	-1	3	4	4	-1	2
seminars	3	-1	-1	-1	3	-1	3	3	3	-1	3
workflow	3	-1	-1	2	3	-1	3	3	2	-1	4
Thesaurus	-1	-1	3	-1	5	4	5	4	-1	4	4
renew	-1	-1	2	2	4	-1	2	3	3	-1	2
digging	-1	-1	2	3	1	-1	2	3	3	-1	1
differing	3	-1	-1	-1	1	3	3	3	-1	3	-1
paths	2	2	-1	2	2	1	2	3	-1	-1	-1
USC	-1	-1	-1	-1	6	-1	3	4	3	3	2
ur	-1	-1	-1	-1	1	1	1	2	-1	2	-1
hang	3	2	-1	-1	1	1	2	3	-1	-1	-1
titles	-1	2	2	1	2	-1	2	3	2	-1	-1
interface	3	3	-1	2	4	2	4	3	-1	-1	-1
Plantronics	5	4	-1	6	5	-1	5	3	-1	-1	-1
terror	-1	-1	2	-1	-1	2	2	3	-1	3	1
lasts	-1	2	1	1	1	-1	1	3	2	-1	-1
Conferencing	-1	-1	3	-1	4	4	5	5	-1	3	4
Hispanic	3	4	-1	-1	3	5	5	3	-1	4	-1
curves	3	-1	-1	-1	1	2	2	3	-1	3	-1
restraint	-1	-1	2	-1	5	3	4	4	-1	3	4
implements	-1	2	3	-1	3	3	3	4	-1	3	-1
potato	2	-1	-1	1	1	-1	2	3	1	-1	1
becoming	-1	2	2	1	2	-1	2	3	1	-1	-1
judge	3	-1	-1	-1	2	-1	2	3	3	3	2
Photo	-1	2	2	1	2	-1	3	3	1	-1	-1
sum	2	-1	-1	-1	1	-1	2	4	1	2	1
how	-1	1	1	1	1	-1	1	1	1	-1	-1
Trust	-1	2	2	-1	1	1	1	4	-1	2	-1
care	-1	1	1	1	1	-1	1	2	2	-1	-1
path	2	1	-1	1	1	1	2	3	-1	-1	-1
sued	3	4	-1	-1	-1	4	2	4	-1	3	-1
relies	3	-1	-1	-1	2	3	2	3	-1	3	-1
warming	-1	-1	2	-1	1	3	2	4	-1	2	-1
Alice	2	-1	-1	-1	2	-1	2	2	3	2	2
folded	3	-1	-1	-1	1	1	2	4	-1	3	-1
ancestors	3	-1	-1	2	4	-1	2	3	2	-1	2
currently	-1	2	1	1	1	-1	2	3	3	-1	-1
even	-1	1	1	1	1	-1	1	3	2	-1	-1
thereafter	-1	-1	3	2	-1	-1	2	3	3	-1	3
USA	-1	2	1	1	1	-1	1	2	1	-1	-1
container	3	2	-1	-1	2	2	2	3	-1	3	-1
Forensic	-1	-1	3	-1	4	5	4	3	-1	3	4
Warsaw	-1	-1	5	5	5	-1	4	3	-1	-1	2
Lottery	-1	-1	2	-1	2	1	2	4	-1	2	1
interfere	-1	-1	3	3	3	-1	3	4	3	-1	3
myths	3	-1	-1	2	3	-1	3	3	2	-1	3
girls	-1	1	1	1	1	-1	1	3	1	-1	-1
ours	-1	-1	1	1	1	-1	1	2	1	-1	1
Tina	-1	-1	2	3	1	-1	3	4	-1	-1	2
Lucas	-1	-1	3	-1	2	1	3	3	-1	2	2
Vampire	-1	-1	3	5	3	-1	3	5	-1	-1	1
attitudes	3	2	-1	-1	3	3	2	4	-1	2	-1
shown	-1	2	1	1	1	-1	2	4	2	-1	-1
Seasons	2	2	-1	2	-1	2	2	4	-1	-1	-1
Trailers	3	3	-1	-1	4	2	2	3	-1	-1	-1
Evelyn	-1	-1	3	-1	-1	2	6	3	-1	2	2
Jamie	3	-1	-1	-1	2	1	3	3	-1	2	-1
supply	3	1	-1	1	2	1	2	3	-1	-1	-1
rid	3	1	-1	-1	1	1	2	2	-1	3	-1
reporting	-1	3	1	3	3	-1	2	3	3	-1	-1
approximation	4	-1	-1	2	4	-1	3	4	2	-1	5
sworn	4	-1	-1	4	3	-1	2	4	3	-1	2
letting	-1	1	2	2	-1	-1	2	3	2	-1	-1
boys	1	1	-1	1	1	1	1	3	-1	-1	-1
which	-1	1	1	1	1	-1	1	3	1	-1	-1
Corrections	3	2	-1	-1	-1	3	2	3	-1	3	-1
implication	4	-1	-1	-1	4	4	4	3	-1	3	-1
validation	-1	-1	2	-1	4	2	4	4	-1	-1	4
prefer	3	-1	-1	-1	3	-1	2	3	2	-1	2
cluster	3	-1	-1	-1	4	3	2	4	-1	3	-1
Liam	3	2	-1	5	4	-1	5	2	-1	-1	-1
climbed	-1	-1	1	-1	1	2	2	3	-1	3	1
Boyd	-1	-1	-1	4	5	-1	3	3	-1	-1	2
ignoring	3	-1	-1	-1	3	3	2	3	-1	3	-1
steal	-1	-1	1	-1	1	1	2	3	-1	3	1
face	-1	1	1	1	1	-1	2	4	1	-1	-1
preceding	-1	-1	3	-1	4	4	2	4	-1	3	3
discounts	3	3	-1	2	-1	1	2	4	-1	-1	-1
truly	-1	-1	2	-1	1	1	2	2	-1	2	-1
Jeanne	-1	-1	2	-1	2	1	3	3	-1	3	2
procurement	-1	-1	4	-1	5	5	4	4	-1	4	5
mod	-1	-1	2	-1	4	4	-1	2	-1	2	2
urged	-1	-1	3	2	2	-1	3	3	2	-1	1
Flyer	3	-1	-1	-1	-1	-1	2	3	2	2	2
lipitor	-1	-1	4	4	6	-1	6	4	6	-1	-1
tenure	-1	-1	2	1	5	-1	3	3	3	-1	3
Roundtable	3	-1	-1	3	2	-1	3	3	4	-1	-1
Baseball	-1	-1	2	-1	1	1	2	3	-1	2	-1
butt	2	-1	-1	-1	4	-1	2	3	2	2	1
contrast	3	-1	-1	-1	3	-1	3	4	2	3	3
style	3	2	-1	1	2	1	2	2	-1	-1	-1
Relay	-1	-1	2	1	-1	-1	3	3	4	-1	4
durability	4	-1	-1	2	2	-1	3	4	4	-1	3
whenever	3	-1	-1	-1	1	-1	1	4	2	3	2
ejaculation	4	-1	-1	-1	5	3	3	3	-1	5	-1
nutrient	4	-1	-1	3	3	-1	3	3	3	-1	3
accordingly	-1	-1	2	-1	2	2	3	4	-1	3	2
assertion	4	-1	-1	2	4	-1	3	4	4	-1	3
Jill	-1	-1	3	-1	1	1	1	3	-1	2	2
cursor	-1	-1	2	3	-1	-1	2	3	3	-1	3
Fixtures	-1	-1	2	3	4	-1	3	4	3	-1	4
carrying	-1	-1	2	-1	1	3	2	4	-1	3	-1
trans	3	4	-1	-1	-1	3	3	4	-1	3	-1
Cardiff	-1	-1	3	-1	6	4	3	3	-1	4	2
FL	2	5	-1	2	6	4	3	2	-1	-1	-1
spanning	-1	-1	3	-1	5	3	3	4	-1	-1	3
father	2	1	-1	1	2	1	2	3	-1	-1	-1
cite	3	-1	-1	-1	4	3	3	4	-1	3	-1
Screenshot	-1	-1	2	1	5	-1	2	3	2	-1	2
Birthdays	3	-1	-1	-1	2	-1	2	3	2	2	1
nominees	-1	-1	3	-1	-1	3	3	3	-1	4	3
Roberto	3	-1	-1	4	4	-1	4	4	-1	-1	2
Projection	-1	-1	2	-1	4	4	4	3	-1	3	3
instructions	3	2	-1	1	3	3	3	3	-1	-1	-1
Huntington	-1	-1	4	4	6	-1	3	3	2	-1	2
tale	2	-1	-1	-1	1	1	2	3	-1	3	-1
remainder	-1	-1	3	-1	3	3	3	4	-1	-1	3
widespread	-1	-1	2	-1	-1	2	3	4	-1	-1	3
looked	-1	2	1	2	1	-1	2	3	1	-1	-1
Reviews	-1	3	1	1	2	-1	2	3	2	-1	-1
violations	3	-1	-1	-1	5	-1	3	3	3	3	3
CE	-1	4	2	-1	6	4	4	3	-1	3	-1
complaints	3	-1	-1	-1	-1	-1	2	3	3	4	3
might	-1	1	1	2	1	-1	2	3	1	-1	-1
Tyne	3	-1	-1	3	5	-1	6	3	-1	-1	2
Revision	3	-1	-1	-1	3	-1	3	3	3	3	3
amounts	-1	2	2	1	4	-1	2	4	2	-1	-1
stove	-1	-1	2	-1	2	1	2	3	-1	3	2
Modems	3	-1	-1	-1	4	3	4	5	-1	3	-1
fucking	3	4	-1	1	2	2	2	4	-1	-1	-1
Volvo	-1	-1	3	-1	3	1	3	3	-1	3	2
blame	-1	-1	2	-1	2	1	2	3	-1	-1	1
Rabbi	3	-1	-1	4	4	-1	6	3	-1	-1	3
Gerard	-1	-1	5	-1	3	2	4	4	-1	3	2
propose	3	2	-1	1	3	3	3	3	-1	-1	-1
Thriller	3	-1	-1	3	3	-1	2	3	-1	-1	2
dreamed	-1	3	1	-1	1	2	2	3	-1	2	-1
targets	3	1	-1	1	2	2	2	4	-1	-1	-1
Dentists	-1	-1	2	2	-1	-1	3	4	3	-1	2
releasing	2	2	-1	2	2	3	2	4	-1	-1	-1
undergoing	-1	-1	2	-1	2	3	3	5	-1	3	3
resulted	-1	2	2	3	2	-1	2	3	2	-1	-1
responses	3	2	-1	1	2	3	2	4	-1	-1	-1
Acknowledgements	-1	-1	2	-1	5	3	4	4	-1	-1	4
sound	2	-1	-1	1	2	1	1	2	-1	-1	-1
Birthday	3	-1	-1	-1	1	-1	2	2	1	-1	1
always	-1	2	1	1	-1	-1	2	3	1	-1	-1
metabolic	-1	-1	4	-1	4	5	4	4	-1	-1	6
Ringtones	-1	-1	2	-1	2	2	3	3	-1	4	-1
Dane	-1	-1	3	-1	2	1	3	3	-1	2	2
operates	3	3	-1	2	-1	2	2	3	-1	-1	-1
Express	3	3	-1	2	2	2	3	3	-1	-1	-1
Holland	3	-1	-1	-1	4	-1	4	3	-1	3	2
Harmony	-1	-1	2	4	-1	-1	3	4	3	-1	2
dissolved	3	-1	-1	2	4	-1	3	3	2	-1	2
tension	-1	-1	2	-1	-1	1	2	4	-1	4	3
competent	-1	-1	3	-1	4	3	4	3	-1	3	3
react	-1	-1	1	1	1	-1	2	3	2	-1	1
Gaming	-1	2	1	1	2	-1	2	3	2	-1	-1
Lounge	3	-1	-1	-1	2	-1	2	3	-1	3	2
undertaking	4	2	-1	-1	4	3	2	3	-1	3	-1
marry	-1	-1	2	-1	1	1	2	2	-1	2	-1
him	-1	1	1	1	1	-1	1	2	1	-1	-1
undermine	3	2	-1	2	5	-1	3	3	2	-1	-1
investigations	-1	3	2	-1	3	3	3	3	-1	3	-1
environments	4	3	-1	2	3	3	3	4	-1	-1	-1
Bars	3	4	-1	3	2	1	2	3	-1	-1	-1
edited	2	1	-1	1	2	2	2	4	-1	-1	-1
Carb	2	-1	-1	5	3	-1	2	3	-1	-1	3
Joey	-1	-1	1	3	1	-1	3	3	1	-1	2
Ave	-1	-1	1	-1	3	3	3	3	-1	2	-1
Joshua	-1	-1	2	-1	3	1	4	3	-1	-1	2
wherein	-1	-1	2	2	3	-1	2	4	4	-1	4
Amnesty	-1	-1	4	-1	5	5	4	4	-1	-1	5
conclusions	3	-1	-1	-1	4	-1	3	4	3	3	3
Hosting	4	3	-1	1	2	1	2	4	-1	-1	-1
indicate	-1	-1	2	-1	3	3	2	4	-1	3	-1
expressions	-1	3	2	-1	3	3	2	4	-1	3	-1
Empire	3	-1	-1	-1	2	-1	2	4	2	3	2
vibrators	3	-1	-1	-1	5	2	2	4	-1	4	-1
implemented	-1	2	2	-1	4	2	3	4	-1	4	-1
arithmetic	-1	-1	2	-1	4	2	4	3	-1	-1	4
Prerequisites	-1	-1	4	2	4	-1	4	4	3	-1	3
immigrants	-1	-1	2	3	3	-1	4	4	3	-1	2
protecting	3	-1	-1	2	1	3	2	3	-1	-1	-1
fears	-1	-1	2	-1	1	1	2	3	-1	3	-1
Surname	3	-1	-1	2	2	-1	2	4	1	-1	1
Tools	-1	3	1	1	1	-1	2	3	2	-1	-1
Gale	-1	-1	-1	-1	-1	1	3	3	-1	2	2
eyed	3	-1	-1	3	1	1	2	3	-1	-1	-1
awaiting	3	-1	-1	2	2	-1	2	3	1	-1	3
supervision	4	-1	-1	-1	3	4	3	3	-1	3	-1
hardwood	3	-1	-1	4	2	-1	4	3	3	-1	2
cries	3	-1	-1	-1	1	1	1	3	-1	-1	-1
Marshall	3	-1	-1	-1	5	-1	4	3	-1	3	2
diazepam	6	-1	-1	5	6	-1	6	3	6	-1	2
legislative	4	-1	-1	-1	-1	4	3	5	-1	4	-1
Buffalo	3	-1	-1	-1	1	-1	3	4	-1	2	1
purchased	3	2	-1	1	-1	3	2	3	-1	-1	-1
Olympus	3	-1	-1	-1	4	3	4	3	-1	3	-1
sharing	-1	-1	1	1	1	-1	2	3	2	-1	-1
breeds	-1	-1	2	-1	-1	3	2	3	-1	3	1
conversations	3	-1	-1	-1	-1	-1	2	4	2	3	3
damp	3	-1	-1	4	-1	-1	2	2	3	-1	-1
Silicone	-1	-1	3	-1	4	3	4	3	-1	3	3
researched	-1	4	2	3	3	-1	3	4	3	-1	-1
fertilizer	4	3	-1	3	4	-1	4	4	4	-1	-1
Judy	-1	-1	3	-1	1	1	2	3	-1	2	2
Shropshire	-1	-1	6	-1	6	5	6	5	-1	3	2
Encore	-1	-1	3	-1	5	4	4	5	-1	-1	2
agency	4	2	-1	1	2	3	3	3	-1	-1	-1
probation	-1	-1	2	-1	5	5	4	3	-1	-1	4
Concerts	3	-1	-1	-1	2	-1	2	4	3	4	2
thinking	-1	1	1	1	1	-1	2	3	2	-1	-1
Golf	2	2	-1	1	1	1	2	2	-1	-1	-1
tomato	2	-1	-1	1	-1	-1	2	3	2	-1	1
cardiovascular	4	-1	-1	3	4	-1	5	4	6	-1	3
sits	-1	1	1	1	1	-1	2	2	2	-1	-1
Mexico	3	2	-1	1	2	1	3	3	-1	-1	-1
supplementary	-1	-1	3	-1	3	4	3	5	-1	4	3
atoms	-1	-1	2	-1	4	1	3	3	-1	2	-1
illustration	-1	-1	2	-1	-1	4	4	3	-1	3	2
Etiquette	5	-1	-1	5	5	-1	5	4	4	-1	4
HiFi	3	4	-1	2	6	-1	2	3	5	-1	-1
allergic	-1	-1	1	-1	2	2	3	3	-1	3	4
DUI	-1	-1	-1	-1	2	3	-1	5	-1	5	3
Tutorial	3	-1	-1	-1	3	-1	3	3	2	-1	2
statistic	3	4	-1	2	4	4	2	4	-1	-1	-1
asthma	-1	-1	2	4	3	-1	4	4	6	-1	4
timeout	3	-1	-1	2	2	-1	2	3	2	-1	3
Email	-1	3	1	1	2	-1	2	5	1	-1	-1
Waltham	3	-1	-1	5	5	-1	5	3	-1	-1	-1
clear	2	1	-1	1	1	1	2	3	-1	-1	-1
cultured	3	2	-1	1	2	4	3	4	-1	-1	-1
nip	-1	-1	-1	-1	5	3	2	2	-1	3	2
selection	3	2	-1	1	1	3	3	3	-1	-1	-1
credits	-1	3	2	2	4	-1	3	3	3	-1	-1
freed	-1	1	2	4	1	-1	2	3	5	-1	-1
voluntarily	-1	-1	2	-1	3	5	3	3	-1	3	3
really	-1	1	1	1	1	-1	2	3	1	-1	-1
erosion	-1	-1	2	5	3	-1	4	4	3	-1	2
prevented	4	2	-1	2	3	3	3	5	-1	-1	-1
tribute	-1	-1	3	5	5	-1	3	3	3	-1	3
inaccuracies	-1	-1	2	2	4	-1	4	3	3	-1	3
decrease	3	-1	-1	-1	1	-1	2	3	3	3	1
Hugo	-1	-1	2	4	3	-1	4	4	2	-1	2
Archery	-1	-1	2	-1	4	2	4	3	-1	2	1
generation	-1	2	2	-1	3	3	2	4	-1	3	-1
neutral	-1	-1	2	-1	2	3	2	4	-1	3	2
Church	2	2	-1	2	-1	1	3	4	-1	-1	-1
Morgan	3	-1	-1	-1	2	-1	3	3	3	3	2
life	-1	2	1	1	1	-1	1	3	1	-1	-1
conducting	-1	3	2	-1	3	3	4	4	-1	3	-1
generator	-1	-1	2	-1	-1	3	3	4	-1	3	3
malignant	4	-1	-1	4	5	-1	4	4	5	-1	-1
penetration	-1	-1	4	2	4	-1	4	4	4	-1	4
drums	2	-1	-1	-1	1	1	1	3	-1	2	-1
conclusion	3	-1	-1	-1	3	-1	3	4	3	3	3
number	-1	-1	1	1	1	-1	2	3	1	-1	-1
Vanessa	3	-1	-1	5	5	-1	4	3	-1	-1	2
Mgmt	-1	-1	-1	-1	5	3	3	3	-1	-1	4
specimens	4	-1	-1	4	5	-1	3	4	4	-1	3
annuity	6	-1	-1	3	5	-1	4	3	3	-1	-1
caught	3	-1	-1	-1	1	-1	2	2	3	3	3
Ferry	-1	-1	2	-1	2	2	2	3	-1	-1	2
entrance	3	-1	-1	-1	1	3	3	3	-1	3	-1
reflecting	-1	3	2	-1	1	3	3	4	-1	3	-1
regret	3	-1	-1	1	-1	-1	2	3	2	-1	3
sewer	4	-1	-1	5	2	-1	2	4	5	-1	1
oppose	3	1	-1	-1	2	2	2	3	-1	3	-1
steep	3	-1	-1	2	-1	-1	3	4	2	-1	1
eg	3	1	-1	4	-1	1	2	2	-1	-1	-1
Ballroom	-1	-1	2	-1	1	2	3	3	-1	3	2
interviewed	-1	2	3	-1	3	3	3	3	-1	2	-1
Grey	3	-1	-1	-1	1	-1	1	3	3	2	1
slightly	-1	-1	2	-1	2	2	2	3	-1	2	-1
aspects	-1	-1	2	-1	4	2	4	4	-1	3	-1
Tim	-1	-1	1	-1	1	1	2	3	-1	2	-1
recognised	-1	-1	2	-1	3	3	2	4	-1	3	3
bizjournals	3	4	-1	6	6	-1	4	3	-1	-1	-1
salaries	3	-1	-1	-1	1	-1	2	4	2	3	2
Alpine	-1	-1	2	-1	4	4	3	4	-1	3	2
Ramada	4	-1	-1	6	4	-1	6	4	-1	-1	2
Jerome	3	-1	-1	4	4	-1	4	3	-1	-1	2
hardest	-1	2	2	1	1	-1	1	2	2	-1	-1
disturbing	-1	-1	3	-1	2	3	3	3	-1	4	2
local	-1	2	1	1	1	-1	1	3	1	-1	-1
fix	3	1	-1	1	1	1	2	3	-1	-1	-1
nuclear	-1	4	2	-1	4	2	4	4	-1	2	-1
Bethel	3	4	-1	2	-1	-1	4	4	-1	-1	-1
torque	-1	-1	4	-1	5	4	4	4	-1	4	5
candidate	4	-1	-1	-1	2	-1	3	4	3	3	4
galleries	-1	3	2	2	3	-1	3	3	4	-1	-1
small	-1	-1	1	1	1	-1	1	4	1	-1	-1
numerous	-1	-1	2	-1	2	2	2	3	-1	2	-1
officials	-1	2	2	1	-1	-1	3	3	2	-1	-1
Junior	-1	1	1	-1	1	1	2	4	-1	3	-1
far	-1	1	1	1	1	-1	1	2	1	-1	-1
Compaq	4	-1	-1	-1	-1	3	4	4	-1	3	-1
confirmed	-1	3	2	-1	3	2	2	4	-1	3	-1
tries	-1	1	1	1	1	-1	2	3	2	-1	-1
slips	4	-1	-1	-1	-1	1	2	3	-1	2	-1
Politics	2	3	-1	2	2	2	3	3	-1	-1	-1
assured	3	-1	-1	-1	3	3	3	3	-1	3	-1
quality	-1	2	2	1	2	-1	2	3	2	-1	-1
harassment	-1	-1	3	3	4	-1	3	4	5	-1	2
variables	-1	3	2	-1	5	2	2	4	-1	3	-1
cheating	-1	-1	2	-1	1	1	2	4	-1	3	-1
Haitian	3	-1	-1	6	5	-1	4	3	3	-1	-1
receipt	3	-1	-1	-1	1	-1	3	3	3	3	2
Twin	2	-1	-1	-1	1	-1	2	4	2	-1	1
helps	-1	1	2	1	1	-1	1	4	1	-1	-1
divide	2	-1	-1	-1	1	-1	2	3	2	2	1
investment	4	4	-1	1	4	4	4	3	-1	-1	-1
