CE	3.3333
complaints	3.0
might	1.5714
Tyne	3.2
Revision	3.0
amounts	2.4286
stove	2.1429
Modems	3.6667
fucking	2.5714
Volvo	2.5714
blame	1.8333
Rabbi	3.4
Gerard	3.2857
propose	2.5714
Thriller	2.6667
dreamed	2.0
targets	1.8333
Dentists	2.6667
releasing	2.4286
undergoing	2.6667
resulted	2.2857
responses	2.4286
Acknowledgements	3.6667
sound	1.5
Birthday	1.6667
always	1.6667
metabolic	4.5
Ringtones	2.6667
Dane	2.2857
operates	2.5
Express	2.5714
Holland	3.1667
Harmony	3.0
dissolved	2.7143
tension	2.6667
competent	3.2857
react	1.5714
Gaming	1.8571
Lounge	2.5
undertaking	3.0
marry	1.6667
him	1.1429
undermine	2.5
investigations	2.8571
environments	3.1429
Bars	2.5714
edited	1.6667
Carb	2.6
Joey	2.0
Ave	2.5
Joshua	2.5
wherein	3.0
Amnesty	4.5
conclusions	3.2857
Hosting	2.4286
indicate	2.8333
expressions	2.8571
Empire	2.5714
vibrators	3.3333
implemented	3.0
arithmetic	3.1667
Prerequisites	3.4286
immigrants	3.0
protecting	2.3333
fears	2.0
Surname	1.8333
Tools	1.8571
Gale	2.2
eyed	2.1667
awaiting	2.2857
supervision	3.3333
hardwood	3.0
cries	1.8
Marshall	3.3333
diazepam	5.8
legislative	4.0
Buffalo	2.3333
purchased	2.3333
Olympus	3.3333
sharing	1.6667
breeds	2.3333
conversations	2.8333
damp	2.8
Silicone	3.2857
researched	3.1429
fertilizer	3.7143
Judy	2.0
Shropshire	5.1667
Encore	4.2
agency	2.5714
probation	4.2
Concerts	2.8571
thinking	1.5714
Golf	1.5714
tomato	1.8333
cardiovascular	3.8333
sits	1.4286
Mexico	2.1429
supplementary	3.5714
atoms	2.5
illustration	3.0
Etiquette	4.5714
HiFi	3.1667
allergic	2.5714
DUI	3.6
Tutorial	2.6667
statistic	3.2857
asthma	3.8
timeout	2.4286
Email	1.6667
Waltham	4.2
clear	1.5714
cultured	2.7143
nip	2.4
selection	2.2857
credits	2.8571
freed	2.1667
voluntarily	2.8333
really	1.4286
erosion	3.2857
prevented	2.8333
tribute	3.5714
inaccuracies	3.0
decrease	2.2857
Hugo	3.0
Archery	2.5714
generation	2.7143
neutral	2.5714
Church	2.3333
Morgan	2.7143
life	1.4286
conducting	3.1429
generator	3.0
malignant	4.3333
penetration	3.7143
drums	1.6667
conclusion	3.1429
number	1.5
Vanessa	3.6667
Mgmt	3.6
specimens	3.8571
annuity	3.6
caught	2.4286
Ferry	2.1667
entrance	2.6667
reflecting	2.7143
regret	2.3333
sewer	3.6667
oppose	2.2857
steep	2.5
eg	1.8
Ballroom	2.2857
interviewed	2.7143
Grey	2.0
slightly	2.1667
aspects	3.1667
Tim	1.6667
recognised	2.8571
bizjournals	4.3333
salaries	2.4286
Alpine	3.1429
Ramada	4.8
Jerome	3.3333
hardest	1.5714
disturbing	2.8571
local	1.4286
fix	1.7143
nuclear	3.1429
Bethel	3.4
torque	4.2857
candidate	3.2857
galleries	2.8571
small	1.0
numerous	2.1667
officials	2.1667
Junior	1.5
far	1.1429
Compaq	3.6
confirmed	2.7143
tries	1.5714
slips	2.4
Politics	2.4286
assured	3.0
quality	2.0
harassment	3.4286
variables	2.6667
cheating	1.8
Haitian	3.6
receipt	2.5714
Twin	1.6
helps	1.1667
divide	1.8571
investment	3.8333
alternate	3.0
Downtown	2.7143
amusing	2.6667
vapor	2.5714
income	2.1429
seeks	2.1429
Voyager	3.0
happening	2.1429
width	2.0
suppressed	3.0
perhaps	2.2857
hypotheses	4.0
Rochester	3.4286
State	1.7143
contingency	4.3333
linked	2.1429
zinc	3.6
Ruby	2.1429
antibiotic	3.5714
equity	4.1667
trivial	3.4286
Florist	2.8
Rove	3.2
upper	1.5714
Demographics	4.1667
sleek	3.3333
encrypted	3.4286
Freezer	2.2857
Algebra	3.6667
Crab	2.3333
flowing	2.1429
tunes	2.0
impose	3.5
servers	2.5714
macro	3.0
LEDs	2.3333
Kelkoo	3.3333
Ghana	2.3333
Crossword	3.2857
sixteen	1.5714
needed	1.4
undo	1.5
Ramon	3.2
Boots	1.8
Ladies	1.8571
emerging	3.3333
Coalition	4.5
upside	2.1429
Swimwear	2.5714
symbol	2.3333
UAE	3.5
lover	1.8571
shy	1.4286
Christ	2.0
integrates	3.1429
Roger	2.5714
PS	2.1667
elements	2.1429
airfare	2.2857
yet	1.5
profiling	3.5714
denoted	3.1429
Welcome	1.5714
Charlotte	3.2857
why	1.1667
vibrant	3.1429
Madison	2.6667
Sage	2.3333
imaginary	2.6667
Epson	3.2
economically	3.0
Creek	3.1667
Simon	2.3333
wholesalers	2.7143
Convertible	3.0
come	1.1429
CNET	3.8
Forks	2.2857
unanimously	3.7143
oven	1.5
branches	2.0
span	2.5
Detective	3.4
practically	2.8571
Jacobs	3.2
Submit	1.8571
hiring	2.2857
enjoying	1.5
goods	1.8571
thereby	2.8
teeth	1.4286
AMD	3.3333
ninety	1.8333
Guild	3.6
supposedly	3.2857
Royalty	2.8571
Terms	1.6667
clicking	2.0
example	1.4286
uncovered	2.7143
Aaron	3.4
creation	2.5
Spray	1.8571
sister	1.2857
facility	3.3333
attachments	3.3333
Ribbon	2.0
seeker	3.0
infamous	2.5714
Hudson	3.2
bracket	2.5714
positions	2.1429
Excerpt	4.0
readily	2.2857
Carson	3.5
did	1.0
laying	2.5714
RSA	3.6667
begins	1.5714
often	1.2857
Bar	1.6667
recordings	2.5714
Guinness	3.8333
each	1.3333
outcomes	2.7143
tired	2.0
MTV	2.1667
Pier	3.4286
Bhutan	2.4286
letras	4.6667
Estonia	2.8
compares	1.8333
several	1.6667
employers	2.7143
fractions	3.0
Ninja	3.3333
agreements	2.6667
jumped	1.6667
Gloria	3.0
Configuring	3.4286
certain	2.0
brave	1.7143
Grandma	1.5
Ronald	2.3333
Sponsors	2.5714
Jul	1.5
NFL	2.6667
Safari	2.6667
Stat	3.0
uniquely	2.7143
Julie	2.3333
abuses	2.8333
meant	1.8571
sexcam	3.0
invalid	2.5
holds	1.6667
phases	2.4286
Boone	2.8
song	1.0
debris	3.4286
compose	3.0
holdem	3.8
Centers	2.0
Henderson	2.4
Indians	1.8333
Buffy	2.8
flight	1.8333
Mega	1.6667
voice	1.6667
involved	2.5714
Examiner	3.1429
docs	2.1429
Olivia	2.2857
weeks	1.5714
cartoon	1.7143
learns	1.4286
buses	1.4
endeavor	3.6
fighting	2.3333
Seneca	4.6
transcript	3.0
Universal	2.5
Editors	2.7143
dignity	3.0
Zerodegrees	2.3333
compartment	3.7143
streets	1.4286
singular	3.1667
Trinidad	3.2
Tattoo	2.1667
counting	2.0
Burton	2.6667
calculations	2.8
Eden	2.1667
Abraham	2.8
fresh	1.4
wrapped	2.7143
me	1.0
Kona	3.6
supervise	3.2857
interactions	3.1429
Ops	2.5
maximum	2.0
Covenant	4.3333
convicted	3.2857
crowded	2.5
Picnic	2.1429
calf	2.4286
deficiencies	3.0
stick	2.3333
Uploaded	2.5
attain	3.3333
justification	3.8
flow	1.8333
Gibson	3.4
Gothic	3.5714
grows	1.4286
Alberto	3.2857
Mr	1.4286
Darlington	5.2
Hans	1.8333
mailed	2.2857
Harrington	4.0
Allan	2.4286
delivery	2.4286
pass	1.5
Salisbury	4.4
revealed	2.8333
markings	2.6667
automate	3.2
subtle	3.0
German	1.6667
sentences	2.3333
unpleasant	2.5
Basque	3.8
Basket	2.1667
endorsed	3.5714
zero	1.1429
leading	2.1429
determinations	3.7143
Kingdom	1.8333
paint	1.8333
dynamics	3.1429
mate	2.5
Haunted	3.3333
mob	2.2
quasi	4.8333
Marco	2.5714
Genomics	4.3333
convey	3.1429
PCs	2.5
exported	3.1429
parameter	3.3333
Nicole	2.5
quoting	3.6
late	1.2857
every	1.3333
Clan	3.2
Marcel	3.2
Becky	2.2857
Turkey	2.7143
lives	1.2857
Rental	2.1429
Sedan	3.1667
level	1.2857
meals	1.8
Bowling	2.4286
SanDisk	3.2
Embroidered	3.8333
herpes	2.8
Car	1.2857
Magazine	2.7143
Roma	2.0
Battalion	3.5714
assessed	3.1429
Scooter	1.6
Gel	2.0
Lincolnshire	4.8
Labs	2.1667
DIMM	4.6
LCD	3.0
Watches	1.6
Olive	1.8
contempt	3.5
Latvia	3.3333
colored	2.4286
Aunt	1.4286
sheet	1.6667
pole	1.5714
congestion	3.1667
whom	1.5714
stores	1.5714
intervals	3.0
vid	3.0
monitored	3.0
rents	1.7143
attachment	3.4
piss	1.8333
Viola	3.6
Maritime	4.2
individual	2.2857
transplant	3.2857
desperately	3.1429
halls	1.7143
kernel	3.6667
Offline	2.5714
Slate	2.1667
AJAX	4.6667
explicitly	3.2857
OSU	2.3333
Griffin	2.4
instead	2.0
er	2.8
attending	2.5714
nodes	1.8
Hobbs	3.1667
enemies	2.0
Potter	2.8571
yours	1.4286
decide	2.1429
Bioinformatics	3.7143
materially	3.3333
character	2.2857
Journal	2.7143
Biz	2.6
executives	3.4286
Verde	4.6667
Holidays	1.8333
revenue	3.6
generations	2.8571
physicians	3.6667
partner	1.6667
selections	3.1667
kid	1.2857
Sleeps	1.5
wetlands	3.0
automated	3.0
societies	2.4286
would	1.4286
Howe	3.0
announcing	2.8571
closely	2.1429
truth	1.4
Astronomical	4.1429
Lawn	2.0
Rebecca	2.7143
MA	3.8
rural	2.1667
Cards	1.3333
Parish	4.6
clarify	2.7143
Schedule	2.6667
Toyota	2.8571
winner	1.6667
Brighton	2.8333
Chocolates	2.0
spouses	2.6667
Garnet	3.5
Orchid	4.2
bi	1.8571
Rome	1.8
live	1.0
SCSI	4.4
Merchandise	3.6667
Nov	1.8571
Volunteer	2.8571
Alcatel	3.3333
altogether	2.7143
Macau	3.2
agent	1.8571
Save	1.2857
included	1.6667
invited	2.2857
sequence	2.7143
followers	2.3333
explaining	2.5714
Hewlett	3.2857
Wallets	2.4286
impacted	3.2857
Greenville	3.6
prototypes	3.2857
mails	1.8571
laugh	1.8333
content	2.1429
Valentine	3.4286
Dinnerware	3.3333
Tammy	2.6
Protectors	3.1667
sequences	3.0
Judith	3.0
Headsets	2.2
Oklahoma	3.1429
night	1.0
Ellis	2.5714
Nepal	2.6
Curtain	2.7143
Guest	1.8571
measurements	3.0
optic	3.5
described	2.4286
Rush	2.0
solve	2.3333
Customise	3.2
Sonic	3.0
ear	1.1667
anyone	1.3333
suit	2.1429
River	1.5
welcomes	1.7143
pronounced	2.4286
cast	2.5
victory	2.2857
Middle	1.5714
retreat	2.5
Funeral	2.7143
loyalty	3.2
servant	2.1667
led	1.4286
superior	2.8571
Shops	1.4286
Bart	2.1667
Dudley	3.0
Imprint	4.0
Mead	3.3333
metadata	3.3333
WebSphere	5.0
interview	2.5
Bell	1.6667
signs	1.7143
admitted	2.7143
stake	2.4286
amendments	4.1429
Watson	2.6667
Allergy	2.5
Providence	4.1429
Partners	2.5714
asking	1.8333
Administrator	2.8333
Milano	2.3333
veteran	2.8333
career	2.0
promotes	2.8333
repetition	3.1429
Jones	2.2857
likes	1.3333
lump	2.4286
Books	1.7143
Shannon	2.2
camps	2.0
TX	3.5
BlogShares	4.3333
transferred	3.5
bearing	3.0
reached	1.8333
Widescreen	2.8
stopping	1.5
body	1.4286
Zen	4.0
Governor	3.0
radius	2.4286
lists	1.4286
JR	3.0
statistical	3.3333
residual	3.1429
Gateway	3.0
unchanged	2.5714
fall	1.1667
Followup	2.5714
barred	3.8571
Worldwide	2.2857
Linens	3.0
reboot	3.7143
blowing	2.1429
screening	3.1667
Maryland	2.2
fully	1.5714
VP	2.5
Ecuador	3.7143
Dragons	2.2857
Cambodia	3.5714
Lowell	4.4
absent	2.4286
Cook	1.6
redistributed	3.5714
weak	1.8571
Horde	3.4286
modelling	2.4286
lowering	2.3333
Cardiology	4.0
stiff	2.4286
Manchester	3.1667
nurses	1.6667
decomposition	3.5714
registered	2.6667
Opera	2.7143
positioning	3.0
amend	3.7143
Heidi	3.4
opinion	2.5714
Bundles	2.3333
Downloadable	3.1429
Bruce	2.1667
Arbor	3.4
Industrial	2.8571
represents	2.3333
viral	2.5714
Sightseeing	2.4286
Vaughn	4.4
Cassettes	2.6667
Investigator	3.1429
Camping	2.0
widely	2.1429
slash	3.1667
Abbreviations	3.3333
fabulous	3.1429
themed	2.7143
Toronto	2.5
cheat	1.7143
ceiling	2.0
Lebanese	3.4286
meaningful	2.4286
Lilly	1.7143
belong	2.0
achieve	3.0
Brochure	2.8333
utterly	2.6667
year	1.1429
Paraguay	3.0
Woodstock	3.0
Sprint	2.7143
newsgroup	2.7143
size	1.2857
Programming	3.8333
officers	2.7143
am	1.1429
Lauren	2.8333
odds	1.5
goodies	2.8333
Venus	2.8571
actively	2.5
Hydro	2.2857
writers	2.0
Gerald	3.1667
flashing	2.1667
cm	2.4
unique	2.4286
Katz	3.0
Advertiser	3.3333
agree	1.2857
Mercedes	3.0
transcripts	3.0
referring	2.5
Vendor	3.1429
Daniel	2.2
guess	1.6667
Roberts	1.8333
time	1.0
correctly	2.2857
complement	2.6667
Popularity	2.4286
Brushes	1.8333
capital	1.8
Israeli	3.1429
travelled	2.1429
instances	3.5
Phillip	2.4286
transmitting	3.3333
gangbang	2.8
prevent	2.1667
Leather	2.1667
Basin	2.3333
depart	2.4286
Global	2.1667
Ducks	1.8333
Calhoun	5.2
Moore	2.6667
Repair	2.1667
Parliamentary	4.4
testimony	3.7143
generating	3.1667
vicodin	3.8571
gratuite	5.0
blocked	2.1429
fee	1.5714
Radar	3.0
tells	1.1429
item	1.5
ceremonies	2.8571
songwriter	3.3333
Revolution	3.1667
annual	2.1429
Funky	3.1667
feeling	1.5
scheduling	3.1429
Hamburg	3.4
aboard	2.5714
issuing	2.5714
Pickup	2.6667
frequently	3.0
South	1.4286
Gates	1.8
XSLT	5.2
family	1.2857
Filipino	4.0
intrusion	3.4286
command	1.8333
merging	2.2857
Genealogy	4.2857
declining	3.3333
will	1.0
Geo	2.5
delicious	2.7143
educators	2.7143
tube	2.2857
len	2.0
href	3.2
Qaeda	3.4
mechanism	3.2857
Marsh	2.7143
APA	5.2
Branson	2.8571
Diploma	3.2857
clearer	2.0
Feb	1.4286
definitions	3.0
celebrating	2.8333
Joanne	2.5714
incorporate	3.5714
Redeem	3.4286
Dresses	2.5714
storms	2.2857
Curry	2.1667
roots	1.8571
Staples	2.5714
plans	1.5714
submissions	3.1429
Naval	2.5
checking	2.0
Cookers	1.8333
lonely	1.8571
Airport	2.0
Perfume	1.8
cops	2.2857
duration	3.0
attention	2.2857
Donations	2.8571
applicable	3.2
Porter	3.2
Sir	1.5714
Patterson	4.4
Aberdeen	3.5
Armour	3.6
voluntary	3.1429
uncertainties	2.8333
Joe	1.4286
Ottawa	3.5714
to	1.1667
meetings	1.8571
rebels	2.5714
purchaser	3.1429
treaties	3.2857
innovative	3.4286
behave	2.1429
criminals	2.3333
Hostels	2.7143
planted	2.4286
FB	2.7143
relieved	2.4286
Albania	2.8
Pagan	3.1667
kbps	3.5
Guide	1.7143
mentoring	3.1667
Pediatrics	4.3333
modification	3.7143
Feeds	1.8571
solar	1.8571
tags	1.8571
slowing	2.0
danger	1.7143
both	1.2857
Quotes	2.2857
boob	2.5714
Notes	1.6667
observation	3.0
Matt	2.0
behold	3.0
differs	2.7143
pear	2.0
WWF	4.4
Elizabeth	2.5714
alongside	2.4286
grounded	2.5
replaces	2.2857
Lambda	3.4286
magnetic	2.8571
start	1.4286
build	1.5
Autism	3.1667
pumping	3.2
concerns	2.3333
Prestige	3.4286
probable	2.4286
Greene	3.6
Recruitment	3.5714
notation	3.1667
posing	2.3333
typically	2.2857
older	1.5
Redmond	2.8571
populations	2.8333
Casio	2.5714
inspire	2.8571
particularly	2.4286
Malibu	3.2
lucky	1.5714
Redwood	2.2857
continents	2.7143
delete	2.0
yeast	2.5714
gotta	2.1429
Hmmm	1.2857
secret	1.6667
extending	2.4286
TypeKey	4.2
Flash	2.1429
diabetic	3.4286
Undefined	2.8333
lit	1.6
Maine	2.8333
Pavilion	2.8
archival	3.4
glue	2.1429
Inc	3.0
Jewelry	3.5714
appointments	2.8571
weekends	1.8333
sizing	2.2857
excludes	2.8571
ColdFusion	4.3333
transfers	2.1429
missions	2.6667
large	1.4286
Davidson	2.8333
binary	3.3333
Casa	3.4
enjoyable	2.1429
Latin	2.2857
Max	1.7143
Centro	2.6667
Lane	2.0
cloth	1.5
disappear	2.0
oath	2.5714
pane	2.8333
Signup	2.3333
observed	2.6667
Broncos	2.6
production	3.3333
Print	1.8333
ashamed	2.5714
radiation	3.4286
endorsement	3.4286
Cairns	4.8
Armenia	3.4286
likely	1.3333
angles	2.3333
merchants	3.0
financed	3.1429
scare	1.6667
standing	1.6667
Memorial	3.1429
wheat	1.7143
Solitaire	3.7143
Gardening	2.4286
persecution	4.4
await	2.7143
predict	2.4286
drafting	3.3333
weapons	2.0
renamed	2.1429
GUI	3.2857
Lobster	3.0
investigation	3.6667
verses	2.5714
Ledger	3.5714
Abdul	3.4
Barton	4.2
Dillon	3.3333
celexa	4.8333
accomplishments	3.2857
Midland	2.5714
Magazines	2.5
Salt	1.5714
elegant	2.8571
Routers	3.6667
overflow	2.5714
Newsletter	2.8571
schedules	2.8333
overlap	2.0
Kat	2.5
Portland	3.1667
forbidden	2.7143
Pros	2.0
Bellevue	4.2
transexuales	4.1667
molecules	3.8
workplace	2.4286
statute	4.6667
tracing	3.6667
hardcore	3.4286
Willy	2.8333
lip	1.6
advised	2.8
Polar	3.0
harvest	2.5714
temporal	3.2857
Canary	3.6667
Rugby	3.2
abundant	3.1429
Anatomy	3.5
Summary	2.2857
capitalism	4.1667
dates	1.8571
Cosmetic	3.2857
invest	3.1667
individually	2.5714
juice	2.0
consent	3.0
inexpensive	2.2857
ripped	3.0
abusive	3.0
Janet	2.5
Review	2.1429
Posted	2.4286
painted	2.2857
Brad	2.0
reminded	2.5714
bidder	2.8333
transcription	2.6667
root	1.5714
Ciao	3.6667
genetic	3.6667
powder	2.2
gradual	3.0
ruin	2.1429
Falkland	4.4
Elk	3.8
liquidity	3.6667
film	1.4286
baseline	2.6667
Cube	1.5714
controversial	2.8
ativan	5.6
patterns	2.5
Frederick	2.8571
flood	2.1667
have	1.0
Dodge	3.0
I	1.0
qualify	2.8571
Thanksgiving	2.4286
protect	2.0
goto	2.7143
protocol	3.3333
Emerson	3.4286
xenical	5.2
yield	2.4286
strengthening	3.0
Agreement	2.1429
integral	3.4286
myth	2.7143
checksum	4.2857
noon	1.2
genuine	3.0
weighing	2.5
forgotten	2.4286
TCP	4.2857
Roster	2.6
vivid	3.5
valuation	3.8
negatively	2.5
judgment	3.0
Greens	2.1429
Sidney	2.6
stall	2.6667
staged	2.5714
mid	1.2857
Goddess	2.5714
Vikings	3.3333
molecule	3.5714
greater	1.7143
Jared	3.3333
British	2.3333
Honors	2.4286
supervised	3.3333
clarification	3.1429
prayers	2.4286
inviting	2.1667
mail	1.7143
Notebooks	2.2857
Trevor	3.5
Rodeo	3.1667
Charts	2.0
Secondly	1.3333
bulk	2.1667
Whats	1.8333
Oscar	2.3333
Telephone	1.8333
doctrine	4.0
increasingly	2.2857
ingredient	3.2857
tax	1.5714
identified	2.8571
Sun	1.1429
AA	2.4
traveling	2.0
Scripture	3.8333
consists	2.8571
amazing	2.3333
disk	1.7143
offered	1.8333
addicted	2.4286
Rice	1.6667
Computers	2.2857
Weblogs	3.6667
Scripting	3.3333
fingers	1.5714
Savannah	4.1667
suppliers	2.6667
Denis	2.6667
combustion	3.6667
Dist	3.2
occurs	2.2857
prisoner	2.7143
showers	2.1667
layout	3.0
Cuisine	2.8333
Anglo	3.1429
Voucher	3.0
solving	2.7143
PubMed	3.0
pursued	3.5
dependencies	3.1429
curtains	2.2857
dumb	1.8571
Kits	1.6667
conviction	3.5
artifacts	3.5714
invisible	2.5
void	2.5714
Continental	3.8571
convenient	2.6667
nervous	2.4286
corrupt	2.7143
introduces	2.5
judging	2.4286
Syria	3.0
Snyder	4.6
respondents	3.8
judicial	3.8333
tailor	2.5714
multi	2.1667
George	2.4286
Bailey	3.3333
plaque	3.8333
mandatory	3.6667
Isle	3.3333
federally	3.8333
dominant	3.2857
beneficiary	3.5714
Johann	3.2857
Walters	2.8
domain	3.3333
efficacy	3.5714
spread	2.0
Legal	2.3333
potatoes	1.8571
percentages	2.8571
Citizen	2.5
thrill	2.5
shoulder	2.3333
direction	2.2857
Builders	2.5
FindLaw	2.8
amongst	3.1667
celebrated	2.4286
celebrates	2.2857
Shack	2.8
possibility	2.8571
emotions	2.2857
Burger	1.5714
announced	2.8571
swinger	3.5
outrageous	4.2
duplication	3.1429
hectares	3.2857
porn	2.6667
viruses	2.5714
FM	2.0
appointment	3.0
abnormal	3.1429
Liberia	2.8571
Trader	2.5714
Map	1.7143
recommends	2.8571
moment	2.2857
dirty	1.6667
quietly	1.7143
fit	1.4286
accessible	3.1429
crashes	2.4286
arrange	2.1667
Weston	3.5
beavers	2.4286
occupancy	3.1429
vegetables	1.8333
perspectives	3.4286
wit	2.4286
blind	1.6667
Fuji	2.5
icon	2.6667
reviewed	2.7143
weed	2.4286
Reggae	4.6667
Champ	2.5714
admits	2.5
municipalities	4.1429
serviced	2.1429
Fairview	3.8
Union	2.6667
token	2.2
sturdy	3.1667
Sioux	5.4
tastes	1.8
crude	3.0
managing	2.7143
Newsroom	2.8
offerings	2.8571
conscience	3.7143
entered	2.0
Linus	3.1667
hunters	2.1429
innings	3.0
limb	2.1667
marginal	3.2857
budgets	2.8571
useful	2.0
completed	2.4286
dildo	4.0
stated	2.4286
generates	2.7143
emotional	2.8333
socially	2.7143
semester	2.7143
Wiki	2.1667
corresponding	3.5
fingering	2.7143
Gatwick	3.8
Ahmed	2.5714
Catherine	3.2857
culture	2.5714
lips	1.8333
recurrent	3.0
supporting	2.2857
serves	1.8333
Castro	3.6667
emphasized	3.8571
Mighty	1.8333
Ian	2.3333
Arabian	2.8571
boolean	3.6
issuer	3.1429
Laboratory	3.7143
Hon	1.8
timed	2.1429
organisms	2.5714
Goose	1.8
Trousers	2.1429
babe	1.8571
secretaries	3.1429
Stokes	3.1667
Dance	1.6667
occur	2.1667
studying	1.6667
Frances	2.6667
Poland	2.4286
Hughes	3.6
Electronic	2.5714
metric	2.7143
Richland	2.3333
stamped	2.7143
lyric	2.5
savvy	3.5714
weighed	2.2857
draft	2.5
literally	2.7143
prevalent	3.4286
Accessibility	3.7143
Alumni	3.4286
yr	1.6667
Prev	2.5
infection	2.7143
Doyle	3.5
expanded	2.7143
envelope	2.4
Dominica	4.0
lawmakers	3.3333
Encarta	5.0
uniforms	2.2857
Toys	1.4286
Canal	2.5714
sheer	2.8571
sulfur	3.6667
themes	2.1429
topless	2.5
Noel	2.4
Furthermore	3.2857
conditioned	3.1667
scene	2.0
expect	1.8571
son	1.0
expects	2.8571
vertex	3.1667
absence	2.7143
Premier	2.6667
execute	3.3333
Rating	2.0
bunch	2.1667
agencies	3.0
Russia	2.0
Printers	2.4286
simulator	3.5
respected	2.4286
Intel	2.5
Sheila	3.0
machinery	3.3333
filmed	2.1429
Betty	2.2857
confirmation	3.1429
onboard	2.5
soul	1.6667
mainly	2.1429
differentiation	4.1429
